Accession..,Family,Genus,Species,variety.hybrid,scientific_name,Native.country,Native.Region,Origin,Date.brought.in,number,form,plant.source,latest.update,Synonym
B89.049,Psilotaceae,Psilotum,nudum,'Bunryu Zan',Psilotum nudum 'Bunryu Zan',Multiple Countries,Pantropical,"tropical to SW Spain, Hawaii & NZ (cv from Japan)",17-Feb-89,0,NA,Stephanie Digby (UCD grad Student),2/24/2023,NA
B97.195,Psilotaceae,Psilotum,complanatum,NA,Psilotum complanatum ,Multiple Countries,Pantropical,"Mexico, Jamaica, Pacific",30-Jul-97,0,NA,Ronald A Beckwith,2/24/2023,#NAME?
B97.196,Psilotaceae,Psilotum,complanatum,NA,Psilotum complanatum ,Multiple Countries,Pantropical,"Mexico, Jamaica, Pacific",NA,0,NA,Ronald A Beckwith,2/24/2023,NA
BAB.081,Psilotaceae,Psilotum,nudum,NA,Psilotum nudum ,Multiple Countries,Pantropical,"tropical to SW Spain, Hawaii & NZ",NA,0,NA,Unknown,2/24/2023,#NAME?
B95.202,Myrtaceae,Psidium,cattleianum,NA,Psidium cattleianum ,United States,NA,NA,1-Sep-90,0,NA,John Szabo,2/24/2023,NA
B97.314,Myrtaceae,Psidium,brasiliensis,NA,Psidium brasiliensis ,Brazil,NA,Brazil?,3-Nov-97,0,NA,Alan Carle,2/24/2023,NA
B2007.192,Asclepiadaceae,Pseudolithos,migiurtinus,NA,Pseudolithos migiurtinus ,Somalia,African,Somalia,NA,200,seed(s),Pijaya Vachajitpan,2/24/2023,NA
B2012.015,Asclepiadaceae,Pseudolithos,cubiformis,NA,Pseudolithos cubiformis ,Somalia,African,Somalia,NA,100,seed(s),Pijaya Vachajitpan,2/24/2023,NA
B2015.007,Asclepiadaceae,Pseudolithos,migiurtinus,NA,Pseudolithos migiurtinus ,Somalia,African,Somalia,6-Jan-15,12,plant(s),Rare Succulents,2/24/2023,NA
B2015.008,Asclepiadaceae,Pseudolithos,cubiformis,NA,Pseudolithos cubiformis ,Somalia,African,Somalia,6-Jan-15,10,plant(s),Rare Succulents,2/24/2023,NA
B2015.009,Asclepiadaceae,Pseudolithos,mccoyi,NA,Pseudolithos mccoyi ,Multiple Countries,Middle East,"Oman, Yemen",6-Jan-15,6,plant(s),Rare Succulents Nursery,2/24/2023,NA
B2017.028,Asclepiadaceae,Pseudolithos,mccoyi,NA,Pseudolithos mccoyi ,Multiple Countries,Middle East,"Oman, Yemen",5-Jan-17,8,plant(s),Rare Succulents,2/24/2023,NA
B2017.029,Asclepiadaceae,Pseudolithos,cubiformis,NA,Pseudolithos cubiformis ,Somalia,African,Somalia,5-Jan-17,21,plant(s),Rare Succulents,2/24/2023,NA
B2017.030,Asclepiadaceae,Pseudolithos,migiurtinus,NA,Pseudolithos migiurtinus ,Somalia,African,Somalia,5-Jan-17,21,plant(s),Rare Succulents,2/24/2023,NA
B2017.031,Asclepiadaceae,Pseudolithos,NA,NA,Pseudolithos  ,Somalia,African,Somalia,5-Jan-17,14,plant(s),Rare Succulents,2/24/2023,eylensis
B2021.086,Asclepiadaceae,Pseudolithos,caput-viperae,NA,Pseudolithos caput-viperae ,Somalia,African,Somalia,18-Oct-21,0,NA,Gianluca Bacci,2/24/2023,NA
B2022.050,Asclepiadaceae,Pseudolithos,caput-viperae,NA,Pseudolithos caput-viperae ,Somalia,African,Somalia,29-Mar-22,2,NA,Artie Chavez,2/24/2023,NA
B99.118,Asclepiadaceae,Pseudolithos,migiurtinus,NA,Pseudolithos migiurtinus ,Somalia,African,Somalia,19-Apr-99,0,NA,Lynn Wilson,2/24/2023,NA
B99.281,Asclepiadaceae,Pseudolithos,migiurtinus,NA,Pseudolithos migiurtinus ,Somalia,African,Somalia,15-Aug-99,0,NA,Lynn Wilson,2/24/2023,NA
B98.319,Asteraceae,Pseudogynoxys,chenopodioides,NA,Pseudogynoxys chenopodioides ,Multiple Countries,American,"S Mexico, Central America, northern South America",9-Nov-98,0,NA,Desert to Jungle Nursery,2/24/2023,#NAME?
B2013.183,Bombacaceae,Pseudobombax,ellipticum,NA,Pseudobombax ellipticum ,Multiple Countries,Central America,Mexico to Guatemala,30-Aug-13,0,plant(s),Poot's House of Cactus,2/24/2023,NA
B85.361,Bombacaceae,Pseudobombax,ellipticum,NA,Pseudobombax ellipticum ,Multiple Countries,Central America,Mexico to Guatemala,12-Nov-85,0,NA,John Noon,2/24/2023,#NAME?
B87.171,Bombacaceae,Pseudobombax,ellipticum,NA,Pseudobombax ellipticum ,Multiple Countries,Central America,Mexico to Guatemala,1-Oct-87,0,NA,Unknown,2/24/2023,#NAME?
B88.363,Bombacaceae,Pseudobombax,ellipticum,NA,Pseudobombax ellipticum ,Multiple Countries,Central America,Mexico to Guatemala,21-Jun-88,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,#NAME?
B59.126,Acanthaceae,Pseuderanthemum,carruthersii,NA,Pseuderanthemum carruthersii ,Multiple Countries,Polynesian,Polynesia,NA,0,NA,Unknown,2/24/2023,#NAME?
B89.233,Acanthaceae,Pseuderanthemum,carruthersii,#NAME?,Pseuderanthemum carruthersii = P. reticulatum,Multiple Countries,Polynesian,Polynesia,20-Jun-89,0,NA,Denver Botanic Gardens,2/24/2023,NA
B92.844,Acanthaceae,Pseuderanthemum,carruthersii,NA,Pseuderanthemum carruthersii ,Multiple Countries,Polynesian,Polynesia,27-Oct-92,1,plant(s),Gwen Stephens,2/24/2023,#NAME?
BAB.604,Acanthaceae,Pseuderanthemum,variabile,NA,Pseuderanthemum variabile ,Australia,Australian,Australia,15-Sep-10,0,NA,Unknown,2/24/2023,NA
B92.866,Podocarpaceae,Prumnopitys,andina,NA,Prumnopitys andina ,Multiple Countries,South American,"S Chile, SW Argentina",12-Nov-92,0,NA,Dean Kelch,2/24/2023,NA
BAB.318,Podocarpaceae,Prumnopitys,ladei,NA,Prumnopitys ladei ,Australia,Australian,Queensland (Australia),NA,0,NA,Dean Kelch,2/24/2023,syn. Podocarpus ladei
B99.254,Proteaceae,Protea,scolymocephala,NA,Protea scolymocephala ,South Africa,South African,South Africa (Cape Province),23-Oct-99,0,NA,"Strybing Arboretum, SF",2/24/2023,NA
B2001.081,Orchidaceae,Propetalum,mathina,'Eliszabeth',Propetalum mathina 'Eliszabeth',Unknown,Unknown,hybrid (horticultural) origin,25-May-01,0,NA,Howard and Joan Gunn,2/24/2023,(Zygopetalum mackayi x Promenanthe xanthina)
B98.163,Orchidaceae,Promenaea,stapelioides,NA,Promenaea stapelioides ,Brazil,South American,southern Brazil,10-Jun-98,0,NA,Howard and Joan Gunn,2/24/2023,NA
B2022.010,Orchidaceae,Prescottia,villenaorum,NA,Prescottia villenaorum ,Peru,South American,"Peru, near Moyobamba",28-Feb-22,0,NA,Orquideas Amazonicas,2/24/2023,NA
B2002.153,Marchantiaceae,Preissia,quadrata,NA,Preissia quadrata ,Multiple Countries,Multiple Regions,"Europe, Asia, N Africa, N America.",NA,0,NA,"Don Agostinelli, CSUS",2/24/2023,NA
B97.380,Marchantiaceae,Preissia,sp,NA,Preissia sp ,Unknown,Unknown,unknown,12-Nov-97,0,NA,"Tom Lemieux, U of CO, Boulder",2/24/2023,NA
B2017.097,Rosaceae,Potentilla,gracilis,NA,Potentilla gracilis ,Multiple Countries,North American,NA,2-Mar-17,0,seed(s),Larner Seeds,2/24/2023,NA
B2016.096,Portulacaceae,Portulacaria,afra,NA,Portulacaria afra ,Multiple Countries,African,South Africa to Mozambique,9-Jun-16,0,plant(s),John Bleck,2/24/2023,NA
B59.096,Portulacaceae,Portulacaria,afra,'Variegata',Portulacaria afra 'Variegata',Multiple Countries,South African,South Africa to Mozambique,NA,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B98.279,Portulacaceae,Portulacaria,afra,'Variegata',Portulacaria afra 'Variegata',South Africa,South African,South Africa to Mozambique,15-Sep-98,0,NA,Arnie Mitchnick,2/24/2023,NA
B2000.092,Portulacaceae,Portulaca,molokiniensis,NA,Portulaca molokiniensis ,United States,Hawaii,Hawaii (Molokini & Kaho'olawe Islands),4-Sep-00,0,NA,RSVP,2/24/2023,NA
B2009.037,Portulacaceae,Portulaca,pilosa,subsp. pilosa,Portulaca pilosa subsp. pilosa,Multiple Countries,Multiple Regions,tropics worldwide,14-Jan-09,1,plant(s),"Tim Devine, CSUC (Chico)",2/24/2023,#NAME?
B84.402,Portulacaceae,Portulaca,foliosa,NA,Portulaca foliosa ,Multiple Countries,African,tropical Africa,NA,0,NA,NA,2/24/2023,NA
B96.018,Portulacaceae,Portulaca,grandiflora,NA,Portulaca grandiflora ,NA,NA,NA,13-Feb-96,0,NA,American Horticulture Society,2/24/2023,NA
B96.027,Portulacaceae,Portulaca,philippii,NA,Portulaca philippii ,NA,NA,NA,4-Mar-96,0,NA,Mesa Gardens,2/24/2023,NA
B97.236,Portulacaceae,Portulaca,sp,NA,Portulaca sp ,NA,NA,NA,17-Sep-97,0,NA,John D. Kaufman,2/24/2023,NA
B82.985,Bromeliaceae,Portea,petropolitana,var. extensa,Portea petropolitana var. extensa,Brazil,South American,eastern Brazil,27-Oct-02,0,NA,"Don Agostinelli, CSUS",2/24/2023,NA
BAB.045,Bromeliaceae,Portea,petropolitana,NA,Portea petropolitana ,Brazil,South American,eastern Brazil,NA,0,NA,Unknown,2/24/2023,NA
B2001.145,Orchidaceae,Porroglossum,amethystinum,NA,Porroglossum amethystinum ,Ecuador,South American,Ecuador,26-Sep-01,0,NA,Jeff Wong,2/24/2023,NA
B2006.162,Orchidaceae,Porroglossum,hirtzii,NA,Porroglossum hirtzii ,Ecuador,South American,Ecuador,23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.167,Orchidaceae,Porroglossum,meridionale,NA,Porroglossum meridionale ,Multiple Countries,South American,"Ecuador, central Peru",23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.277,Orchidaceae,Porroglossum,olivaceum,NA,Porroglossum olivaceum ,Multiple Countries,South American,"Colombia, Ecuador",23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2015.035,Orchidaceae,Porroglossum,muscosum,NA,Porroglossum muscosum ,Multiple Countries,South American,"Venezuela, Colombia and Ecuador",23-Feb-15,0,plant(s),Andy's Orchids,2/24/2023,NA
B96.153,Orchidaceae,Porroglossum,amethystinum,NA,Porroglossum amethystinum ,Ecuador,South American,Ecuador,8-Jul-96,0,NA,Dean Kelch,2/24/2023,subbiflora?
B2022.014,Orchidaceae,Porpax,grandiflora,NA,Porpax grandiflora ,Multiple Countries,Asian,"China, northern Vietnam, northern Thailand",28-Feb-22,0,NA,San Francisco Orchid Show 2022,2/24/2023,NA
B2022.024,Orchidaceae,Porpax,lanii,NA,Porpax lanii ,Multiple Countries,Asian,"Thailand, Vietnam",28-Feb-22,0,NA,San Francisco Orchid Show 2022,2/24/2023,NA
B2022.036,Orchidaceae,Ponerorchis,graminifolia,NA,Ponerorchis graminifolia ,Multiple Countries,Asian,southern Korea and Japan,4-Mar-22,0,NA,San Francisco Orchid Show 2022,2/24/2023,NA
B2000.022,Rutaceae,Poncirus,trifoliata,NA,Poncirus trifoliata ,China,Asian,central and northern China,11-Mar-00,0,NA,Rare Fruit Growers of Sacramento,2/24/2023,NA
B2003.194,Liliaceae,Polyxena,ensifolia,NA,Polyxena ensifolia ,South Africa,South African,South Africa,24-Nov-03,0,NA,Sillverhill Seeds,2/24/2023,NA
B97.131,Polytrichaceae,Polytrichum,juniperinum,NA,Polytrichum juniperinum ,Multiple Countries,Cosmopolitan,"N America, C & S America, Europe, Asia, Australia",17-Jun-97,0,NA,Ernesto Sandoval,2/24/2023,NA
B97.383,Polytrichaceae,Polytrichum,juniperinum,NA,Polytrichum juniperinum ,Multiple Countries,Cosmopolitan,"N America, C & S America, Europe, Asia, Australia",12-Nov-97,0,NA,"Tom Lemieux, U of CO, Boulder",2/24/2023,NA
BAB.442,Polytrichaceae,Polytrichum,juniperinum,NA,Polytrichum juniperinum ,Multiple Countries,Multiple Regions,"N America, C & S America, Europe, Asia, Australia",15-May-02,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2017.192,Polypodiaceae,Polystichum,setiferum,NA,Polystichum setiferum ,Multiple Countries,European,southwestern and central Europe,26-Jun-17,0,plant(s),UC Santa Barbara,2/24/2023,NA
B2019.225,Dryopteridaceae,Polystichum,NA,x dycei,Polystichum  x dycei,NA,NA,horticultural (hybrid) origin,15-Feb-19,0,NA,Berkeley Horticultural Nursery,2/24/2023,NA
B61.073,Dryopteridaceae,Polystichum,tsussimense,NA,Polystichum tsussimense ,Multiple Countries,Asian,northeast Asia,NA,0,NA,Unspecified,2/24/2023,NA
B2009.072,Orchidaceae,Polystachya,pubescens,NA,Polystachya pubescens ,Multiple Countries,South African,"South Africa, Swaziland",2-Apr-09,1,plant(s),White Oak Orchids,2/24/2023,NA
B92.300,Orchidaceae,Polystachya,sandersonii,NA,Polystachya sandersonii ,South Africa,South African,"South Africa: Swaziland, Cape Pr., Natal, Transv.",NA,0,NA,Green Orchids,2/24/2023,NA
B2003.117,Araliaceae,Polyscias,fruticosa,NA,Polyscias fruticosa ,Unknown,Malayian,Poss. cultigen origin.in E Malesia or W Pacific,13-Nov-03,0,NA,NA,2/24/2023,NA
B77.060,Araliaceae,Polyscias,fruticosa,NA,Polyscias fruticosa ,NA,Polynesian,cultigen originated in  E Malaysia or W Pacific,NA,0,NA,NA,2/24/2023,NA
B90.405,Araliaceae,Polyscias,guilfoylei,'Variegata',Polyscias guilfoylei 'Variegata',NA,NA,Malesia or Western Pacific,NA,0,NA,Logee's Greenhouses,2/24/2023,NA
B2010.149,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,NA,NA,NA,14-Oct-10,0,plant(s),"Don Agostinelli, CSUS",2/24/2023,NA
B2013.357,Polypodiaceae,Polypodium,scouleri,NA,Polypodium scouleri ,Multiple Countries,North American,western coast North America,5-Mar-13,2,plants,California Flora Nursery,2/24/2023,NA
B2019.223,Polypodiaceae,Polypodium,guttatum,NA,Polypodium guttatum ,Mexico,Middle America,Mexico,15-Feb-19,0,NA,Berkeley Horticultural Nursery,2/24/2023,NA
B68.411,Polypodiaceae,Polypodium,vulgare,NA,Polypodium vulgare ,Multiple Countries,Multiple Regions,"Europe, North America, Japan, China, Africa",13-Nov-68,0,NA,Unknown,2/24/2023,NA
B70.132,Polypodiaceae,Polypodium,vulgare,NA,Polypodium vulgare ,Multiple Countries,Mixed regions,"N America, Europe, Africa, eastern Asia",NA,0,NA,NA,2/24/2023,NA
B87.073,Polypodiaceae,Polypodium,scouleri,NA,Polypodium scouleri ,Multiple Countries,North American,western coast North America,15-Jun-87,0,plant(s),Dorothy Brandon,2/24/2023,NA
B88.327,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,Mexico,Middle America,Mexico and ?,21-Jun-88,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B88.329,Polypodiaceae,Polypodium,thyssanolepis,NA,Polypodium thyssanolepis ,Multiple Countries,American,"West Indies, Texas to Peru",21-Jun-88,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B88.338,Polypodiaceae,Polypodium,formosanum,NA,Polypodium formosanum ,Multiple Countries,Asian," Japan, Taiwan, China",21-Jun-88,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B95.181,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,NA,Unknown,Singapore and ?,27-Apr-95,0,NA,Doug Kubo OD,2/24/2023,Needs identification
B96.237,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,Ecuador,NA,NA,15-Jul-96,0,NA,Dean Kelch,2/24/2023,NA
BAA.523,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,NA,NA,Range unknown,NA,0,NA,Unknown,2/24/2023,NA
BAB.032,Polypodiaceae,Polypodium,sp,NA,Polypodium sp ,NA,NA,NA,NA,0,NA,Unknown,2/24/2023,Another genus?
BAB.085,Polypodiaceae,Polypodium,vulgare,NA,Polypodium vulgare ,Multiple Countries,Mixed regions,"N America, Europe, Africa, eastern Asia",NA,0,NA,NA,2/24/2023,NA
B2000.047,Asteraceae,Polymnia,sonchifolia,NA,Polymnia sonchifolia ,NA,NA,South America,19-Jul-00,0,NA,Anthony Lord,2/24/2023,NA
B82.159,Polygonaceae,Polygonum,multiflorum,NA,Polygonum multiflorum ,China,Asian,China,12-Mar-82,0,NA,UCSB Botanical Collection,2/24/2023,NA
B96.017,Polygonaceae,Polygonum,orientale,NA,Polygonum orientale ,NA,Mixed regions,NA,13-Feb-96,0,NA,American Horticulture Society,2/24/2023,NA
B96.253,Polygonaceae,Polygonum,cuspidatum,var. compactum,Polygonum cuspidatum var. compactum,Japan,NA,NA,12-Aug-96,0,NA,"Tim Devine, CSUC (Chico)",2/24/2023,NA
B2000.233,Liliaceae,Polygonatum,odoratum,'Variegatum',Polygonatum odoratum 'Variegatum',Multiple Countries,Eurasian,"Europe, Asia",NA,0,NA,Anthony Lord,2/24/2023,NA
B2003.218,Liliaceae,Polygonatum,biflorum,NA,Polygonatum biflorum ,Multiple Countries,North American,"eastern US, south central Canada",15-May-03,0,NA,Anthony Lord,2/24/2023,NA
B2009.131,Polygalaceae,Polygala,myrtifolia,NA,Polygala myrtifolia ,South Africa,South African,South Africa,25-Jun-09,1,plant(s),"Tim Devine, CSUC (Chico)",2/24/2023,NA
B96.229,Polypodiaceae,Polybotrya,altescandens,NA,Polybotrya altescandens ,Ecuador,NA,NA,15-Jul-96,0,NA,Dean Kelch,2/24/2023,NA
B2012.018,Commelinaceae,Pollia,condensata,NA,Pollia condensata ,Multiple Countries,African,tropical Africa,NA,100,seed(s),Peter Cousins,2/24/2023,NA
B99.084,Fabaceae,Poitea,carinalis,NA,Poitea carinalis ,Dominica,Caribbean,Dominica,31-Mar-99,0,NA,Ivan Buddenhagen,2/24/2023,#NAME?
B82.193,Liliaceae,Poellnitzia,rubrifolia,NA,Poellnitzia rubrifolia ,South Africa,South African,"South Africa, endemic to the Robertson Karoo",12-Mar-82,0,NA,UC Santa Barbara,2/24/2023,NA
B2017.113,Berberidaceae,Podophyllum,NA,'Spotty Dotty',Podophyllum  'Spotty Dotty',China,Asian,China (Yunnan),3-Jan-17,0,NA,Nhu Nguyen,2/24/2023,NA
B2002.086,Podocarpaceae,Podocarpus,dispermus,NA,Podocarpus dispermus ,Australia,Australian,Australia (Queensland),15-May-02,0,NA,HSU (Humboldt State University),2/24/2023,NA
B94.023,Podocarpaceae,Podocarpus,acutifolius,NA,Podocarpus acutifolius ,New Zealand,Australian,New Zealand,2-Feb-94,0,NA,"Don Agostinelli, CSUS",2/24/2023,female plant
B94.024,Podocarpaceae,Podocarpus,acutifolius,NA,Podocarpus acutifolius ,New Zealand,Australian,New Zealand,NA,0,NA,"Don Agostinelli, CSUS",2/24/2023,male plant
BAB.008,Podocarpaceae,Podocarpus,lawrencei,NA,Podocarpus lawrencei ,NA,NA,NA,13-Feb-98,0,NA,Dean Kelch,2/24/2023,NA
B2008.171,Orchidaceae,Podangis,dactyloceras,NA,Podangis dactyloceras ,Multiple Countries,African,western tropical Africa to Angola and Tanzania,13-Oct-08,0,plant(s),Oak Hill Garden,2/24/2023,NA
B2006.090,Apocynaceae,Plumeria,rubra,NA,Plumeria rubra ,Multiple Countries,American,Mexico to Panama,11-May-06,0,NA,Sean Miller,2/24/2023,white flower
B2006.091,Apocynaceae,Plumeria,rubra,NA,Plumeria rubra ,Multiple Countries,American,Mexico to Panama,11-May-06,0,NA,Sean Miller,2/24/2023,white flower
B2016.046,Apocynaceae,Plumeria,rubra,'Herzog's Anna',Plumeria rubra 'Herzog's Anna',Multiple Countries,American,Mexico to Panama,9-May-16,2,cutting(s),Carl' n' Joy Herzog,2/24/2023,NA
B2016.047,Apocynaceae,Plumeria,rubra,'Penang Peach',Plumeria rubra 'Penang Peach',Multiple Countries,American,Mexico to Panama,9-May-16,2,cutting(s),Carl' n' Joy Herzog,2/24/2023,NA
B2016.048,Apocynaceae,Plumeria,rubra,'Makanani',Plumeria rubra 'Makanani',Multiple Countries,American,Mexico to Panama,9-May-16,1,cutting(s),Carl' n' Joy Herzog,2/24/2023,NA
B2016.263,Apocynaceae,Plumeria,rubra,'Mardi Gras',Plumeria rubra 'Mardi Gras',Multiple Countries,American,Mexico to Panama,26-Jul-16,0,seed(s),Carl' n' Joy Herzog,2/24/2023,NA
B2016.264,Apocynaceae,Plumeria,NA,"'""Ryan Chelsey'""","Plumeria  '""Ryan Chelsey'""",NA,NA,NA,26-Jul-16,0,seed(s),Carl' n' Joy Herzog,2/24/2023,NA
B63.072,Apocynaceae,Plumeria,rubra,NA,Plumeria rubra ,Multiple Countries,American,Mexico to Panama,NA,0,seed(s),NA,2/24/2023,#NAME?
B74.224,Apocynaceae,Plumeria,sp,NA,Plumeria sp ,Multiple Countries,American,Mexico and ?,5-Jan-75,0,NA,Tim Metcalf,2/24/2023,NA
B96.110,Apocynaceae,Plumeria,rubra,var. acutifolia,Plumeria rubra var. acutifolia,Multiple Countries,American,Mexico to Panama,16-Jun-96,0,NA,John Szabo,2/24/2023,NA
B99.049,Apocynaceae,Plumeria,sp,NA,Plumeria sp ,NA,American,tropical America,22-Jan-99,0,NA,John Szabo,2/24/2023,Pink flr.
B86.367,Plumbaginaceae,Plumbago,indica,NA,Plumbago indica ,Multiple Countries,Multiple Regions,southeast Asia,NA,0,NA,NA,2/24/2023,NA
B2022.060,Orchidaceae,Plocoglottis,lowii,NA,Plocoglottis lowii ,Multiple Countries,Asian,"Thailand, Borneo, Sumatra, Malaysia and New Guinea",6-May-22,0,NA,Andy's Orchids,2/24/2023,purple leaf
B2016.185,Myrtaceae,Plinia,cauliflora,NA,Plinia cauliflora ,Multiple Countries,South American,"Brazil, Argentina, Paraguay, Peru and Bolivia",9-Jun-16,0,seed(s),John Bleck,2/24/2023,NA
B2003.053,Orchidaceae,Pleurothallis,restrepioides,NA,Pleurothallis restrepioides ,Peru,South American,Peru,6-Feb-03,0,NA,John D. Kaufman,2/24/2023,NA
B2006.111,Orchidaceae,Pleurothallis,teaguei,NA,Pleurothallis teaguei ,Ecuador,South American,Ecuador,25-May-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.154,Orchidaceae,Pleurothallis,megalops,NA,Pleurothallis megalops ,Ecuador,South American,Ecuador,23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.158,Orchidaceae,Pleurothallis,cypripedioides,NA,Pleurothallis cypripedioides ,Ecuador,South American,Ecuador,23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.168,Orchidaceae,Pleurothallis,anfracta,NA,Pleurothallis anfracta ,Colombia,South American,Colombia,23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2006.256,Orchidaceae,Pleurothallis,hemirhoda,NA,Pleurothallis hemirhoda ,Multiple Countries,South American,"Colombia, Venezuela, Ecuador, Peru, Bolivia",23-Sep-06,0,NA,Ecuagenera,2/24/2023,NA
B2008.002,Orchidaceae,Pleurothallis,schiedei,NA,Pleurothallis schiedei ,Multiple Countries,American,"Mexico, Guatemala, El Salvador",7-Jan-08,1,plant(s),Andy's Orchids,2/24/2023,NA
B2008.156,Orchidaceae,Pleurothallis,pubescens,NA,Pleurothallis pubescens ,Multiple Countries,Multiple Regions,"West Indies, Mexico, Central  America, South Amer.",13-Oct-08,0,plant(s),Unknown,2/24/2023,#NAME?
B2008.164,Orchidaceae,Pleurothallis,verecunda,NA,Pleurothallis verecunda ,Multiple Countries,Multiple Regions,"Ecuador, Panama",13-Oct-08,0,plant(s),Orquideas del  Valle,2/24/2023,NA
B2008.165,Orchidaceae,Pleurothallis,viridiflora,NA,Pleurothallis viridiflora ,Brazil,South American,southeastern Brazil,13-Oct-08,0,plant(s),Unknown,2/24/2023,NA
B2008.169,Orchidaceae,Pleurothallis,sertularioides,NA,Pleurothallis sertularioides ,Multiple Countries,American,Mexico to tropical America,13-Oct-08,0,plant(s),J & L Orchids,2/24/2023,NA
B2008.172,Orchidaceae,Pleurothallis,microgemma,NA,Pleurothallis microgemma ,Brazil,South American,Brazil: São Paulo to Paraná,13-Oct-08,0,plant(s),Unknown,2/24/2023,NA
B2008.237,Orchidaceae,Pleurothallis,quaternaria,NA,Pleurothallis quaternaria ,Colombia,South American,Colombia (Valle de Cauca),8-Jun-10,0,plant(s),Orchideas del Valle,2/24/2023,NA
B2009.005,Orchidaceae,Pleurothallis,marthae,NA,Pleurothallis marthae ,Colombia,South American,Colombia,6-Jan-09,1,plant(s),Andy's Orchids,2/24/2023,NA
B2009.014,Orchidaceae,Pleurothallis,quaternaria,NA,Pleurothallis quaternaria ,Colombia,South American,Colombia (Valle del Cauca),6-Jan-09,1,plant(s),Orquideas del Valle,2/24/2023,NA
B2018.045,Orchidaceae,Pleurothallis,allenii,NA,Pleurothallis allenii ,Panama,Central America,central Panama,26-Mar-18,0,plant(s),Eric Cendejas,2/24/2023,NA
B2021.001,Orchidaceae,Pleurothallis,gratiosa,NA,Pleurothallis gratiosa ,Venezuela,South American,Venezuela,26-Apr-21,1,division(s),Ian Clark,2/24/2023,NA
B2021.002,Orchidaceae,Pleurothallis,viduata,NA,Pleurothallis viduata ,Ecuador,South American,Ecuador,26-Apr-21,1,division(s),Ian Clark,2/24/2023,NA
B2022.013,Orchidaceae,Pleurothallis,leptotifolia,'Gold Country',Pleurothallis leptotifolia 'Gold Country',Brazil,South American,Brazil,28-Feb-22,0,NA,Gold Country Orchids,2/24/2023,NA
